id;title;view_counter;publish_time;difficulty;season/0;season/1;season/2;season/3;categories/0/name;sankelandskaber/0/id;sankelandskaber/0/title;sankelandskaber/0/sub_biotope_question;sankelandskaber/0/characteristic_question;sankelandskaber/0/color;sankelandskaber/0/profile_image/src;sankelandskaber/0/profile_image/id;sankelandskaber/0/sub_biotopes/0/id;sankelandskaber/0/sub_biotopes/0/title;sankelandskaber/0/sub_biotopes/1/id;sankelandskaber/0/sub_biotopes/1/title;sankelandskaber/1/id;sankelandskaber/1/title;sankelandskaber/1/sub_biotope_question;sankelandskaber/1/characteristic_question;sankelandskaber/1/color;sankelandskaber/1/profile_image/src;sankelandskaber/1/profile_image/id;sankelandskaber/1/sub_biotopes/0/id;sankelandskaber/1/sub_biotopes/0/title;sankelandskaber/1/sub_biotopes/1/id;sankelandskaber/1/sub_biotopes/1/title;profile_image/src;profile_image/id;season/4;season/5;sankelandskaber/2/id;sankelandskaber/2/title;sankelandskaber/2/sub_biotope_question;sankelandskaber/2/characteristic_question;sankelandskaber/2/color;sankelandskaber/2/profile_image/src;sankelandskaber/2/profile_image/id;sankelandskaber/2/sub_biotopes/0/id;sankelandskaber/2/sub_biotopes/0/title;sankelandskaber/2/sub_biotopes/1/id;sankelandskaber/2/sub_biotopes/1/title;sankelandskaber/2/biotope_characteristic/0/id;sankelandskaber/2/biotope_characteristic/0/title;sankelandskaber/2/biotope_characteristic/1/id;sankelandskaber/2/biotope_characteristic/1/title;season/6;season/7;sankelandskaber/0/biotope_characteristic/0/id;sankelandskaber/0/biotope_characteristic/0/title;sankelandskaber/0/biotope_characteristic/1/id;sankelandskaber/0/biotope_characteristic/1/title;sankelandskaber/3/id;sankelandskaber/3/title;sankelandskaber/3/sub_biotope_question;sankelandskaber/3/characteristic_question;sankelandskaber/3/color;sankelandskaber/3/profile_image/src;sankelandskaber/3/profile_image/id;sankelandskaber/3/sub_biotopes/0/id;sankelandskaber/3/sub_biotopes/0/title;sankelandskaber/3/sub_biotopes/1/id;sankelandskaber/3/sub_biotopes/1/title;sankelandskaber/1/biotope_characteristic/0/id;sankelandskaber/1/biotope_characteristic/0/title;sankelandskaber/1/biotope_characteristic/1/id;sankelandskaber/1/biotope_characteristic/1/title;sankelandskaber/4/id;sankelandskaber/4/title;sankelandskaber/4/sub_biotope_question;sankelandskaber/4/characteristic_question;sankelandskaber/4/color;sankelandskaber/4/profile_image/src;sankelandskaber/4/profile_image/id;sankelandskaber/4/sub_biotopes/0/id;sankelandskaber/4/sub_biotopes/0/title;sankelandskaber/4/sub_biotopes/1/id;sankelandskaber/4/sub_biotopes/1/title;sankelandskaber/5/id;sankelandskaber/5/title;sankelandskaber/5/sub_biotope_question;sankelandskaber/5/characteristic_question;sankelandskaber/5/color;sankelandskaber/5/profile_image/src;sankelandskaber/5/profile_image/id;sankelandskaber/5/sub_biotopes/0/id;sankelandskaber/5/sub_biotopes/0/title;sankelandskaber/5/sub_biotopes/1/id;sankelandskaber/5/sub_biotopes/1/title;sankelandskaber/6/id;sankelandskaber/6/title;sankelandskaber/6/sub_biotope_question;sankelandskaber/6/characteristic_question;sankelandskaber/6/color;sankelandskaber/6/profile_image/src;sankelandskaber/6/profile_image/id;sankelandskaber/6/sub_biotopes/0/id;sankelandskaber/6/sub_biotopes/0/title;sankelandskaber/6/sub_biotopes/1/id;sankelandskaber/6/sub_biotopes/1/title;sankelandskaber/3/biotope_characteristic/0/id;sankelandskaber/3/biotope_characteristic/0/title;sankelandskaber/3/biotope_characteristic/1/id;sankelandskaber/3/biotope_characteristic/1/title;season/8;season/9;season/10;season/11;sankelandskaber/7/id;sankelandskaber/7/title;sankelandskaber/7/sub_biotope_question;sankelandskaber/7/characteristic_question;sankelandskaber/7/color;sankelandskaber/7/profile_image/src;sankelandskaber/7/profile_image/id;sankelandskaber/7/sub_biotopes/0/id;sankelandskaber/7/sub_biotopes/0/title;sankelandskaber/7/sub_biotopes/1/id;sankelandskaber/7/sub_biotopes/1/title;sankelandskaber/4/biotope_characteristic/0/id;sankelandskaber/4/biotope_characteristic/0/title;sankelandskaber/4/biotope_characteristic/1/id;sankelandskaber/4/biotope_characteristic/1/title;categories/1/name;categories/1/info
319;Heather;1032;1626078012;;7;8;;;Shrubs and trees;178;Grassland;How is the grassland?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Malnourished;1980;Nutritious;;;;;;;;;;;;https://vildmadv2.vps.webdock.io/application/files/6016/2437/1966/Hedelyng_ravarekort_app.png;5474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;Watercress;1835;1626076718;;4;5;6;7;Herbs and smaller plants;172;Lake;How is the nutrient content of the lake?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/1116/2195/3749/Vildmad_BT_So_01_1.jpg;5402;1969;Malnourished;1970;Nutritious;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;https://vildmadv2.vps.webdock.io/application/files/4316/2436/8826/Brondkarse_ravarkort_app.png;5447;8;9;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;2015;Svag strøm;2016;Kraftig strøm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;Water mint;1586;1594123577;;3;4;5;6;Herbs and smaller plants;172;Lake;How is the nutrient content of the lake?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/1116/2195/3749/Vildmad_BT_So_01_1.jpg;5402;1969;Malnourished;1970;Nutritious;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;https://vildmadv2.vps.webdock.io/application/files/5114/9036/4987/vandmynte.jpg;489;7;8;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;9;;;;;;;;;;;;;;;;;2015;Svag strøm;2016;Kraftig strøm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;Chicory;2598;1626076907;;5;6;7;8;Herbs and smaller plants;181;Town;Where are you in the cityscape?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/garden;1993;Coast/port;178;Grassland;How is the grassland?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Malnourished;1980;Nutritious;https://vildmadv2.vps.webdock.io/application/files/4716/2436/9707/Cikorie_ravarekort_ravare_1.png;5455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;Shepherd's purse;1435;1626078923;;3;4;5;6;Herbs and smaller plants;181;Town;Where are you in the cityscape?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/garden;1993;Coast/port;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;https://vildmadv2.vps.webdock.io/application/files/6716/2445/3525/Hyrdetaske_ravarkort_app.png;5486;7;8;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;9;;;;;;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;2017;Kystnært;2018;Indland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;Wood dock;3352;1626080915;;0;1;2;3;Herbs and smaller plants;181;Town;Where are you in the cityscape?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/garden;1993;Coast/port;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;https://vildmadv2.vps.webdock.io/application/files/3816/2451/7706/Skovsyre_ravarekort_app.png;5548;4;5;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;;;;;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;9;10;11;;;;;;;;;;;;;;;;;
304;Broad-leaved willowherb;1299;1626076951;;3;4;5;;Herbs and smaller plants;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;172;Lake;How is the nutrient content of the lake?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/1116/2195/3749/Vildmad_BT_So_01_1.jpg;5402;1969;Malnourished;1970;Nutritious;https://vildmadv2.vps.webdock.io/application/files/5016/2030/2102/Dunhammer_ravarkort_1.png;5337;;;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;2015;Svag strøm;2016;Kraftig strøm;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;Grey alder;606;1626077865;;4;5;6;7;Herbs and smaller plants;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;https://vildmadv2.vps.webdock.io/application/files/8816/2437/1012/Grabynke_ravarkort_app.png;5466;8;9;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;;;2015;Svag strøm;2016;Kraftig strøm;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;2017;Kystnært;2018;Indland;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;171;Strandeng;Hvordan er jordens karakter på strandengen?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/7314/9812/2525/Vildmad_BT_Strandeng_24.jpg;1823;1948;Våd;1949;Tør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;Common earthball;1677;1626079049;;4;5;6;7;Herbs and smaller plants;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;https://vildmadv2.vps.webdock.io/application/files/5516/2445/3967/Katost_ravarkort_app.png;5490;;;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;;;2015;Svag strøm;2016;Kraftig strøm;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;2017;Kystnært;2018;Indland;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;Garlic cress;5929;1626079714;;0;1;2;3;Herbs and smaller plants;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;174;Beach;How is the nature of the beach?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/7016/2201/2308/Vildmad_BT_Strand_01_1.jpg;5405;1973;Sandy beach;1974;Stone beach;https://vildmadv2.vps.webdock.io/application/files/6616/2445/6934/Logkarse_ravarkort_app.png;5506;4;5;176;Hegn;Hvordan er hegnet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Tæt bevokset;1976;Åbent;2017;Kystnært;2018;Indland;6;7;2015;Svag strøm;2016;Kraftig strøm;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;;;;;8;9;10;11;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;
343;Dandelion;2265;1626079786;;3;4;5;9;Herbs and smaller plants;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;https://vildmadv2.vps.webdock.io/application/files/5316/2445/7084/Maelkebotte_ravarkort_app.png;5508;;;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;;;2015;Svag strøm;2016;Kraftig strøm;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;2017;Kystnært;2018;Indland;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;;;;;;;;;;;;;;;;;;;
346;Wood avens;2029;1624457551;;2;3;4;5;Herbs and smaller plants;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;172;Lake;How is the nutrient content of the lake?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/1116/2195/3749/Vildmad_BT_So_01_1.jpg;5402;1969;Malnourished;1970;Nutritious;https://vildmadv2.vps.webdock.io/application/files/2816/2445/7440/Mjodurt_ravarkort_app.png;5513;6;7;176;Hegn;Hvordan er hegnet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Tæt bevokset;1976;Åbent;2017;Kystnært;2018;Indland;8;9;2015;Svag strøm;2016;Kraftig strøm;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;;;;;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;Red twintooth;2154;1626080218;;3;4;5;6;Herbs and smaller plants;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;https://vildmadv2.vps.webdock.io/application/files/6216/2445/8135/Rod-tvetand_ravarkort_app.png;5521;7;8;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;9;;2015;Svag strøm;2016;Kraftig strøm;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;2017;Kystnært;2018;Indland;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;;;;;;;;;;;;;;;;;;;
361;Yarrow;1303;1624459047;;3;4;;;Herbs and smaller plants;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;https://vildmadv2.vps.webdock.io/application/files/5116/2445/8985/Rollike_ravarkort_app.png;5527;;;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;;;2015;Svag strøm;2016;Kraftig strøm;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;2017;Kystnært;2018;Indland;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;Wood garlic;1580;1626080850;;3;6;7;;Herbs and smaller plants;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;https://vildmadv2.vps.webdock.io/application/files/9016/2451/7268/Skovlog_ravarekort_app.png;5545;;;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;;;2015;Svag strøm;2016;Kraftig strøm;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;2017;Kystnært;2018;Indland;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;;;;;;;;;;;;;;;;;;;
385;Ground elder;3268;1626080935;;2;3;4;5;Herbs and smaller plants;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;172;Lake;How is the nutrient content of the lake?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/1116/2195/3749/Vildmad_BT_So_01_1.jpg;5402;1969;Malnourished;1970;Nutritious;https://vildmadv2.vps.webdock.io/application/files/2714/9036/9858/skvalderkal.jpg;594;6;7;176;Hegn;Hvordan er hegnet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Tæt bevokset;1976;Åbent;2017;Kystnært;2018;Indland;;;2015;Svag strøm;2016;Kraftig strøm;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;;;;;;;;;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;
394;Common nettle;2656;1626081253;;2;3;4;5;Herbs and smaller plants;173;Watercourse;How is the nutrient content of the stream?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/6116/2201/2158/Vildmad_BT_Vandlob_02_1.jpg;5404;1971;Malnourished;1972;Nutritious;174;Beach;How is the nature of the beach?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/7016/2201/2308/Vildmad_BT_Strand_01_1.jpg;5405;1973;Sandy beach;1974;Stone beach;https://vildmadv2.vps.webdock.io/application/files/4916/2451/8732/Braendenaelde_ravarkort_app.png;5554;6;7;176;Hegn;Hvordan er hegnet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Tæt bevokset;1976;Åbent;2017;Kystnært;2018;Indland;8;9;2015;Svag strøm;2016;Kraftig strøm;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;;;;;10;;;;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;
